id,publisher,isbn,title,series,author,year,ENTRYTYPE,journal,number,volume,link,pages,booktitle,crossref
1134,0,0,"The {GEO} {VIEW} design {A} relational data base approach to geographical data handling",0,"Thomas C. Waugh and R. G. Healey",1987,article,International Journal of Geographical Information Science,2,1,http://dx.doi.org/10.1080/02693798708927798,101--118,0,
1135,0,0,Matching spatial data sets: a statistical approach,0,"Volker Walter and Dieter Fritsch",1999,article,International Journal of Geographical Information Science,5,13,http://dx.doi.org/10.1080/136588199241157,445--473,0,
1136,0,0,"{DARC} topological descriptors for pattern recognition in molecular database management systems and design",0,"Jacques{-}Emile Dubois and Gerard Carrier and Annick Panaye",1991,article,Journal of Chemical Information and Computer Sciences,4,31,http://dx.doi.org/10.1021/ci00004a024,574--578,0,
1137,0,0,A suitable relational model for temporal databases (abstract only),0,Shashi K. Gadia,1985,inproceedings,0,0,0,http://doi.acm.org/10.1145/320599.322481,423,"Proceedings of the 13th {ACM} Annual Conference on Computer Science, New Orleans, Louisiana, USA, 1985",DBLP:conf/acm/1985
1138,0,0,"Temporal element as a primitive for time in temporal databases and its application in query optimization (abstract)",0,Shashi K. Gadia,1986,inproceedings,0,0,0,http://doi.acm.org/10.1145/324634.325017,413,"Proceedings of the 14th {ACM} Annual Conference on Computer Science, Cincinnati, Ohio, USA, 1986",DBLP:conf/acm/1986
1139,0,0,"Surveillance of Parimutuel Wagering Integrity Using Expert Systems and Machine Learning",0,"Roy S. Freedman and Isidore Sobkowski",2010,inproceedings,0,0,0,http://www.aaai.org/ocs/index.php/IAAI/IAAI10/paper/view/1544,0,"Proceedings of the Twenty-Second Conference on Innovative Applications of Artificial Intelligence, July 11-15, 2010, Atlanta, Georgia, {USA}",DBLP:conf/iaai/2010
1140,Springer,978-3-642-35541-7,"Big Data Analytics, First International Conference, {BDA} 2012, New Delhi, India, December 24-26, 2012. Proceedings",Lecture Notes in Computer Science,0,2012,proceedings,0,0,7678,http://dx.doi.org/10.1007/978-3-642-35542-4,0,0,
1141,0,0,Latent Factor Models and Matrix Factorizations,0,0,2010,incollection,0,0,0,http://dx.doi.org/10.1007/978-0-387-30164-8_887,571,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
1142,0,0,Progress on standard development of map data representation,0,"Wonpil Yu and Hyungpil Moon and Geoffrey Biggs and Raj Madhavan",2011,inproceedings,0,0,0,http://dx.doi.org/10.1109/URAI.2011.6146009,770--771,"8th International Conference on Ubiquitous Robots and Ambient Intelligence, {URAI} 2011, Incheon, Korea (South), November 23-26, 2011",DBLP:conf/urai/2011
1143,0,0,L1-Distance,0,0,2010,incollection,0,0,0,http://dx.doi.org/10.1007/978-0-387-30164-8_437,571,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
1144,0,0,"Machine Learning and Lightweight Semantics to Improve Enterprise Search and Knowledge Management",0,"Rayid Ghani and Divna Djordjevic and Chad M. Cumby",2011,incollection,0,0,0,http://dx.doi.org/10.1007/978-3-642-19510-5_9,171--188,"Context and Semantics for Knowledge Management - Technologies for Personal Productivity.",DBLP:books/daglib/0027800
1145,0,0,Labeled Data,0,0,2010,incollection,0,0,0,http://dx.doi.org/10.1007/978-0-387-30164-8_439,571,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
1146,0,0,The changing science of machine learning,0,Pat Langley,2011,article,Machine Learning,3,82,http://dx.doi.org/10.1007/s10994-011-5242-y,275--279,0,
1147,0,0,"Development and application of global databases: considerable progress, but more collaboration needed",0,"David A. Hastings and John J. Kineman and David M. Clark",1991,article,International Journal of Geographical Information Science,1,5,http://dx.doi.org/10.1080/02693799108927837,137--146,0,
1148,0,0,Big Data on the Internet of Things: An Example for the E-health,0,"Martin Diaz and Gonzalo Juan and Oikawa Lucas and Alberto Ryuga",2012,inproceedings,0,0,0,http://dx.doi.org/10.1109/IMIS.2012.198,898--900,"Sixth International Conference on Innovative Mobile and Internet Services in Ubiquitous Computing, {IMIS} 2012, Palermo, Italy, July 4-6, 2012",DBLP:conf/imis/2012
1149,0,0,Learning Bias,0,0,2010,incollection,0,0,0,http://dx.doi.org/10.1007/978-0-387-30164-8_446,577,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
1150,0,0,Document Classification,0,"Dunja Mladenic and Janez Brank and Marko Grobelnik",2010,incollection,0,0,0,http://dx.doi.org/10.1007/978-0-387-30164-8_230,289--293,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
1151,0,0,Learning By Demonstration,0,0,2010,incollection,0,0,0,http://dx.doi.org/10.1007/978-0-387-30164-8_447,577,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
1152,0,0,Is More Specific Than,0,0,2010,incollection,0,0,0,http://dx.doi.org/10.1007/978-0-387-30164-8_420,558,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
1153,0,0,Is More General Than,0,0,2010,incollection,0,0,0,http://dx.doi.org/10.1007/978-0-387-30164-8_419,558,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
1154,0,0,Iterative Classification,0,0,2010,incollection,0,0,0,http://dx.doi.org/10.1007/978-0-387-30164-8_422,558,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
1155,0,0,"A Logical Operational Semantics of Full Prolog Part {II:} Built-in Predicates for Database Manipulations",0,"Egon B{\""{o}}rger",1990,article,{IWBS} Report,0,115,0,0,0,
1156,0,0,Inverse Entailment,0,0,2010,incollection,0,0,0,http://dx.doi.org/10.1007/978-0-387-30164-8_415,553--554,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
1157,0,0,"Earth Science Markup Language {(ESML):} : a solution for scientific data-application interoperability problem",0,"Rahul Ramachandran and Sara J. Graves and Helen Conover and Karen Moe",2004,article,Computers {\&} Geosciences,1,30,http://dx.doi.org/10.1016/j.cageo.2003.08.010,117--124,0,
1158,0,0,Inverse Resolution,0,0,2010,incollection,0,0,0,http://dx.doi.org/10.1007/978-0-387-30164-8_418,558,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
1159,0,0,Inverse Optimal Control,0,0,2010,incollection,0,0,0,http://dx.doi.org/10.1007/978-0-387-30164-8_416,554,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
1160,0,0,Kernels,0,0,2010,incollection,0,0,0,http://dx.doi.org/10.1007/978-0-387-30164-8_433,570,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
1161,0,0,"Experimental Grid Access for Dynamic Discovery and Data Transfer in Distributed Interactive Simulation Systems",0,"Alfredo Tirado{-}Ramos and Katarzyna Zajac and Zhiming Zhao and Peter M. A. Sloot and G. Dick van Albada and Marian Bubak",2003,inproceedings,0,0,0,http://dx.doi.org/10.1007/3-540-44860-8_29,284--294,"Computational Science - {ICCS} 2003, International Conference, Melbourne, Australia and St. Petersburg, Russia, June 2-4, 2003. Proceedings, Part {I}",DBLP:conf/iccS/2003-1
1162,0,0,Multi-Agent Learning {I:} Problem Definition,0,"Yoav Shoham and Rob Powers",2010,incollection,0,0,0,http://dx.doi.org/10.1007/978-0-387-30164-8_563,694--696,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
1163,0,0,Active Machine Learning for Consideration Heuristics,0,"Daria Dzyabura and John R. Hauser",2011,article,Marketing Science,5,30,http://dx.doi.org/10.1287/mksc.1110.0660,801--819,0,
1164,0,0,Kernel Density Estimation,0,0,2010,incollection,0,0,0,http://dx.doi.org/10.1007/978-0-387-30164-8_428,566,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
1165,0,0,Junk Email Filtering,0,0,2010,incollection,0,0,0,http://dx.doi.org/10.1007/978-0-387-30164-8_423,559,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
1166,0,0,Development and Programming of Deductive Databases with {PROTOS-L},0,"Stefan B{\""{o}}ttcher",1990,article,{IWBS} Report,0,118,0,0,0,
1167,0,0,Kernel Matrix,0,0,2010,incollection,0,0,0,http://dx.doi.org/10.1007/978-0-387-30164-8_429,566,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
1168,0,0,Toward Interactive Computations: {A} Rough-Granular Approach,0,"Andrzej Skowron and Marcin S. Szczuka",2010,incollection,0,0,0,http://dx.doi.org/10.1007/978-3-642-05179-1_2,23--42,"Advances in Machine Learning II, Dedicated to the Memory of Professor Ryszard S. Michalski",DBLP:series/sci/2010-263
1169,0,0,Directed Graphs,0,0,2010,incollection,0,0,0,http://dx.doi.org/10.1007/978-0-387-30164-8_218,279,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
1170,0,0,Dimensionality Reduction on Text via Feature Selection,0,0,2010,incollection,0,0,0,http://dx.doi.org/10.1007/978-0-387-30164-8_217,279,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
1171,0,0,Data at work: supporting sharing in science and engineering,0,"Jeremy P. Birnholtz and Matthew J. Bietz",2003,inproceedings,0,0,0,http://doi.acm.org/10.1145/958160.958215,339--348,"Proceedings of the 2003 International {ACM} {SIGGROUP} Conference on Supporting Group Work, {GROUP} 2003, Sanibel Island, Florida, USA, November 9-12, 2003",DBLP:conf/group/2003
1172,0,0,{DIID} - Data independent interface for database (abstract),0,"Klaus K. Obermeier and David de Hilster",1986,inproceedings,0,0,0,http://doi.acm.org/10.1145/324634.325103,439,"Proceedings of the 14th {ACM} Annual Conference on Computer Science, Cincinnati, Ohio, USA, 1986",DBLP:conf/acm/1986
1173,0,0,"Identifying Trends Concerning Computer Science Students with Dyslexia: {A} Data Mining Approach",0,"Mohamad Saraee and Christine Edwards and Adam Peers",2005,inproceedings,0,0,0,0,117,"Proceedings of The 2005 International Conference on Computers for People with Special Needs, {CPSN} 2005, Las Vegas, Nevada, USA, June 20-23, 2005",DBLP:conf/cpsn/2005
1174,0,0,Media and Personal Involvement in the Perceptions of Data Quality,0,Andrew Borchers,2005,incollection,0,0,0,http://www.igi-global.com/Bookstore/Chapter.aspx?TitleId=14537,1917--1921,Encyclopedia of Information Science and Technology {(5} Volumes),DBLP:books/idea/Ency05
1175,0,0,Deductive Learning,0,0,2010,incollection,0,0,0,http://dx.doi.org/10.1007/978-0-387-30164-8_206,267,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
1176,0,0,Decision Trees For Regression,0,0,2010,incollection,0,0,0,http://dx.doi.org/10.1007/978-0-387-30164-8_205,267,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
1177,0,0,Digraphs,0,0,2010,incollection,0,0,0,http://dx.doi.org/10.1007/978-0-387-30164-8_215,274,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
1178,0,0,Deterministic Decision Rule,0,0,2010,incollection,0,0,0,http://dx.doi.org/10.1007/978-0-387-30164-8_214,274,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
1179,Springer,3-540-22983-3,"Secure Data Management, {VLDB} 2004 Workshop, {SDM} 2004, Toronto, Canada, August 30, 2004, Proceedings",Lecture Notes in Computer Science,0,2004,proceedings,0,0,3178,0,0,0,
1180,Springer,3-540-28798-1,"Secure Data Management, Second {VLDB} Workshop, {SDM} 2005, Trondheim, Norway, September 2-3, 2005, Proceedings",Lecture Notes in Computer Science,0,2005,proceedings,0,0,3674,0,0,0,
1181,0,0,Classifier Systems,0,Pier Luca Lanzi,2010,incollection,0,0,0,http://dx.doi.org/10.1007/978-0-387-30164-8_115,172--178,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
1182,0,0,Data Set,0,0,2010,incollection,0,0,0,http://dx.doi.org/10.1007/978-0-387-30164-8_196,261,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
1183,0,0,"Performance comparison of machine learning algorithms and number of independent components used in fMRI decoding of belief vs. disbelief",0,"Pamela K. Douglas and Sam Harris and Alan L. Yuille and Mark S. Cohen",2011,article,NeuroImage,2,56,http://dx.doi.org/10.1016/j.neuroimage.2010.11.002,544--553,0,
1184,0,0,Data Mining On Text,0,0,2010,incollection,0,0,0,http://dx.doi.org/10.1007/978-0-387-30164-8_193,259,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
1185,0,0,An Approximate Lp Difference Algorithm for Massive Data Streams,0,"Jessica H. Fong and Martin Strauss",2001,article,Discrete Mathematics {\&} Theoretical Computer Science,2,4,http://dmtcs.loria.fr/volumes/abstracts/dm040217.abs.html,301--322,0,
1186,0,0,Decision Stump,0,0,2010,incollection,0,0,0,http://dx.doi.org/10.1007/978-0-387-30164-8_202,262--263,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
1187,0,0,Decision Rule,0,0,2010,incollection,0,0,0,http://dx.doi.org/10.1007/978-0-387-30164-8_201,262,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
1188,0,0,Decision Epoch,0,0,2010,incollection,0,0,0,http://dx.doi.org/10.1007/978-0-387-30164-8_198,261,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
1189,0,0,Covering Algorithm,0,0,2010,incollection,0,0,0,http://dx.doi.org/10.1007/978-0-387-30164-8_184,238,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
1190,0,0,Cost-to-Go Function Approximation,0,0,2010,incollection,0,0,0,http://dx.doi.org/10.1007/978-0-387-30164-8_182,235,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
1191,0,0,Missing Attribute Values,0,Ivan Bruha,2010,incollection,0,0,0,http://dx.doi.org/10.1007/978-0-387-30164-8_543,674--680,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
1192,0,0,Cross-Validation,0,0,2010,incollection,0,0,0,http://dx.doi.org/10.1007/978-0-387-30164-8_190,249,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
1193,0,0,Cross-Language Question Answering,0,0,2010,incollection,0,0,0,http://dx.doi.org/10.1007/978-0-387-30164-8_188,242,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
1194,0,0,Compression-aware {I/O} performance analysis for big data clustering,0,"Zhenghua Xue and Geng Shen and Jianhui Li and Qian Xu and Yang Zhang and Jing Shao",2012,inproceedings,0,0,0,http://doi.acm.org/10.1145/2351316.2351323,45--52,"Proceedings of the 1st International Workshop on Big Data, Streams and Heterogeneous Source Mining: Algorithms, Systems, Programming Models and Applications, BigMine 2012, Beijing, China, August 12, 2012",DBLP:conf/kdd/2012bigmine
1195,0,0,Cross-Language Document Categorization,0,0,2010,incollection,0,0,0,http://dx.doi.org/10.1007/978-0-387-30164-8_186,242,Encyclopedia of Machine Learning,DBLP:reference/ml/2010
1196,0,0,Design Principles for Effective Knowledge Discovery from Big Data,0,"Edmon Begoli and James L. Horey",2012,inproceedings,0,0,0,http://dx.doi.org/10.1109/WICSA-ECSA.212.32,215--218,"2012 Joint Working {IEEE/IFIP} Conference on Software Architecture and European Conference on Software Architecture, {WICSA/ECSA} 2012, Helsinki, Finland, August 20-24, 2012",DBLP:conf/wicsa/2012
1197,0,0,"Disaggregated {GIS} architecture Lessons from recent developments in multi-site database management systems",0,Chris Webster,1988,article,International Journal of Geographical Information Science,1,2,http://dx.doi.org/10.1080/02693798808927880,67--79,0,
1198,0,0,Modelling database based expert systems at the conceptual level,0,Ramin Yasdi,1985,inproceedings,0,0,0,http://doi.acm.org/10.1145/320599.320723,400--413,"Proceedings of the 13th {ACM} Annual Conference on Computer Science, New Orleans, Louisiana, USA, 1985",DBLP:conf/acm/1985
1199,0,0,"Open science - combining open data and open source software: Medical image analysis with the Insight Toolkit",0,"Terry S. Yoo and Dimitris N. Metaxas",2005,article,Medical Image Analysis,6,9,http://dx.doi.org/10.1016/j.media.2005.04.008,503--506,0,
1200,0,0,"Remotely-sensed data as an information source for geographical information systems in natural resource management a review",0,Craig M. Trotter,1991,article,International Journal of Geographical Information Science,2,5,http://dx.doi.org/10.1080/02693799108927845,225--239,0,
1201,0,0,ClassySeg: {A} Machine Learning Approach to AutomaticStroke Segmentation,0,"James Herold and Thomas F. Stahovich",2011,inproceedings,0,0,0,http://dx.doi.org/10.2312/SBM/SBM11/109-116,109--116,"Sketch Based Interfaces and Modeling, Vancouver, BC, Canada, 5-7 August 2011. Proceedings",DBLP:conf/sbm/2011
1202,0,0,"A fast recognition framework based on extreme learning machine using hybrid object information",0,"Rashid Minhas and Abdul Adeel Mohammed and Q. M. Jonathan Wu",2010,article,Neurocomputing,10-Dec,73,http://dx.doi.org/10.1016/j.neucom.2009.11.049,1831--1839,0,
1203,Computer Science Press,0-7167-8200-6,A Logical Language for Data and Knowledge Bases,0,"Shamim A. Naqvi and Shalom Tsur",1989,book,0,0,0,0,0,0,
1204,0,0,"Stochastic simulation and modelling of metabolic networks in a machine learning framework",0,"Marenglen Biba and Fatos Xhafa and Floriana Esposito and Stefano Ferilli",2011,article,Simulation Modelling Practice and Theory,9,19,http://dx.doi.org/10.1016/j.simpat.2011.05.002,1957--1966,0,
1205,0,0,Machine Learning Based Performance Prediction for Multi-core Simulation,0,"Jitendra Kumar Rai and Atul Negi and Rajeev Wankar",2011,inproceedings,0,0,0,http://dx.doi.org/10.1007/978-3-642-25725-4_21,236--247,"Multi-disciplinary Trends in Artificial Intelligence - 5th International Workshop, {MIWAI} 2011, Hyderabad, India, December 7-9, 2011. Proceedings",DBLP:conf/miwai/2011
