id,title,booktitle,author,pages,year,organization,ENTRYTYPE,publisher,journal,number,volume
753,Location-aware authentication and access control,2009 International Conference on Advanced Information Networking and Applications,"Bertino, Elisa and Kirkpatrick, Michael",10--15,2009,IEEE,inproceedings,0,0,0,
754,Policy mapper: Administering location-based access-control policies,0,"Bhatti, Rafae and Damiani, Maria Luisa and Bettis, David W and Bertino, Elisa",38--45,2008,0,article,IEEE,"Internet Computing, IEEE",2,12
755,A reference framework for integrating multiple representations of geographical maps,Proceedings of the 11th ACM international symposium on Advances in geographic information systems,"Belussi, Alberto and Catania, Barbara and Bertino, Elisa",33--40,2003,ACM,inproceedings,0,0,0,
756,Multifactor identity verification using aggregated proof of knowledge,0,"Bhargav-Spantzel, Abhilasha and Squicciarini, Anna Cinzia and Xue, Rui and Bertino, Elisa",372--383,2010,0,article,IEEE,"Systems, Man, and Cybernetics, Part C: Applications and Reviews, IEEE Transactions on",4,40
757,A policy-based authorization framework for web services: Integrating xgtrbac and ws-policy,"Web Services, 2007. ICWS 2007. IEEE International Conference on","Bhatti, Rafae and Sanz, Daniel and Bertino, Elisa and Ghafoor, Arif",447--454,2007,IEEE,inproceedings,0,0,0,
758,An analytical model of object-oriented query costs,Persistent Object Systems,"Bertino, Elisa and Foscoli, Paola",241--261,1993,0,incollection,Springer London,0,0,
759,Approach to supporting continuity of usage in location-based access control,"Future Trends of Distributed Computing Systems, 2008. FTDCS'08. 12th IEEE International Workshop on","Damiani, Maria Luisa and Bertino, Elisa and Silvestri, Claudio",199--205,2008,IEEE,inproceedings,0,0,0,
760,Secure provenance transmission for streaming data,0,"Sultana, Shabana and Shehab, Mohamed and Bertino, Elisa",1890--1903,2013,0,article,IEEE,"Knowledge and Data Engineering, IEEE Transactions on",8,25
761,Attribute based group key management,0,"Nabeel, Mohamed and Yoosuf, Mohamed and Bertino, Elisa",0,2014,0,article,0,0,0,
762,Dissemination of cultural heritage content through virtual reality and multimedia techniques: a case study,"Multimedia Modelling Conference, 2005. MMM 2005. Proceedings of the 11th International","Valtolina, Stefano and Franzoni, Stefano and Mazzoleni, Pietro and Bertino, Elisa",214--221,2005,IEEE,inproceedings,0,0,0,
763,Secure third party distribution of XML data,"Data Engineering, 2005. ICDE 2005. Proceedings. 21st International Conference on","Carminati, Barbara and Ferrari, Elena and Bertino, Elisa",547--548,2005,IEEE,inproceedings,0,0,0,
764,Data protection from insider threats,0,"Bertino, Elisa",1--91,2012,0,article,Morgan \& Claypool Publishers,Synthesis Lectures on Data Management,4,4
765,Mask: a system for privacy-preserving policy-based access to published content,Proceedings of the 2010 ACM SIGMOD International Conference on Management of data,"Nabeel, Mohamed and Shang, Ning and Zage, John and Bertino, Elisa",1239--1242,2010,ACM,inproceedings,0,0,0,
766,Efficient systematic clustering method for k-anonymization,0,"Kabir, Md Enamul and Wang, Hua and Bertino, Elisa",51--66,2011,0,article,Springer-Verlag,Acta Informatica,1,48
767,CiVeDi: a customized virtual environment for database interaction,0,"Mazzoleni, Pietro and Bertino, Elisa and Ferrari, Elena and Valtolina, Stefano",15--20,2004,0,article,ACM,ACM SIGMOD Record,3,33
768,Navigating through multiple temporal granularity objects,"Temporal Representation and Reasoning, 2001. TIME 2001. Proceedings. Eighth International Symposium on","Bertino, Elisa and Ferrari, Elena and Guerrini, Giovanna and Merlo, Isabella",147--155,2001,IEEE,inproceedings,0,0,0,
769,An object-oriented approach to the interconnection of heterogenous databases,0,"Bertino, E and Pelagatti, G and Sbattella, L",0,1989,0,article,0,Proceedings of the Workshop on Heterogenous Databases. NSF,0,
770,Object evolution in object databases,Dynamic Worlds,"Bertino, Elisa and Guerrini, Giovanna and Rusca, Luca",219--246,1999,0,incollection,Springer Netherlands,0,0,
771,A system for securing push-based distribution of XML documents,0,"Bertino, Elisa and Ferrari, Elena and Paci, Federica and Provenza, Loredana Parasiliti",255--284,2007,0,article,Springer-Verlag,International Journal of Information Security,4,6
772,k-shares: A privacy preserving reputation protocol for decentralized environments,Security and Privacy--Silver Linings in the Cloud,"Hasan, Omar and Brunie, Lionel and Bertino, Elisa",253--264,2010,0,incollection,Springer Berlin Heidelberg,0,0,
773,Adaptive management of multigranular spatio-temporal object attributes,Advances in Spatial and Temporal Databases,"Camossi, Elena and Bertino, Elisa and Guerrini, Giovanna and Bertolotto, Michela",320--337,2009,0,incollection,Springer Berlin Heidelberg,0,0,
774,A secure publishing service for digital libraries of XML documents,Information Security,"Bertino, Elisa and Carminati, Barbara and Ferrari, Elena",347--362,2001,0,incollection,Springer Berlin Heidelberg,0,0,
775,A policy-based accountability tool for grid computing systems,"Asia-Pacific Services Computing Conference, 2008. APSCC'08. IEEE","Squicciarini, Anna Cinzia and Lee, Wonjun and Bertino, Elisa and Song, Carol X",95--100,2008,IEEE,inproceedings,0,0,0,
776,A multi-strategy approach to rating and filtering online resources,"Database and Expert Systems Applications, 2005. Proceedings. Sixteenth International Workshop on","Bertino, Elisa and Ferrari, Elena and Perego, Andrea and Zarri, Gian Piero",519--523,2005,IEEE,inproceedings,0,0,0,
777,Systematic clustering method for l-diversity model,Proceedings of the Twenty-First Australasian Conference on Database Technologies-Volume 104,"Kabir, Md Enamul and Wang, Hua and Bertino, Elisa and Chi, Yunxiang",93--102,2010,"Australian Computer Society, Inc.",inproceedings,0,0,0,
778,Matching an XML Document against a Set of DTDs,Foundations of Intelligent Systems,"Bertino, Elisa and Guerrini, Giovanna and Mesiti, Marco",412--422,2002,0,incollection,Springer Berlin Heidelberg,0,0,
779,XACML function annotations,"Policies for Distributed Systems and Networks, 2007. POLICY'07. Eighth IEEE International Workshop on","Rao, Prathima and Lin, Dan and Bertino, Elisa",178--182,2007,IEEE,inproceedings,0,0,0,
780,An update protocol for XML documents in distributed and cooperative systems,"Distributed Computing Systems, 2005. ICDCS 2005. Proceedings. 25th IEEE International Conference on","Koglin, Yunhua and Mella, Giovanni and Bertino, Elisa and Ferrari, Elena",314--323,2005,IEEE,inproceedings,0,0,0,
781,Extending the ODMG object model with triggers,0,"Bertino, Elisa and Guerrini, Giovanna and Merlo, Isabella",170--188,2004,0,article,IEEE,"Knowledge and Data Engineering, IEEE Transactions on",2,16
782,Using spatial data access structures for filtering nearest neighbor queries,0,"Belussi, Alberto and Bertino, Elisa and Catania, Barbara",1--31,2002,0,article,Elsevier,Data \& Knowledge Engineering,1,40
783,Multi-route query processing and optimization,0,"Nehme, Rimma V and Works, Karen and Lei, Chuan and Rundensteiner, Elke A and Bertino, Elisa",312--329,2013,0,article,Academic Press,Journal of computer and system sciences,3,79
784,Collusion Detection in Online Rating Systems.,APWeb,"Allahbakhsh, Mohammad and Ignjatovic, Aleksandar and Benatallah, Boualem and Seyed-Mehdi-Reza Beheshti, Elisa Bertino and Bertino, Elisa and Foo, Norman",196--207,2013,0,inproceedings,0,0,0,
785,Rule termination analysis investigating the interaction between transactions and triggers,"Database Engineering and Applications Symposium, 2002. Proceedings. International","Montesi, Danilo and Bertino, Elisa and Bagnato, Maria and Dearnley, Peter",285--294,2002,IEEE,inproceedings,0,0,0,
786,Trust-$\backslash$ mathcal $\{$X$\}$: An XML Framework for Trust Negotiations,Communications and Multimedia Security. Advanced Techniques for Network and Data Protection,"Bertino, Elisa and Ferrari, Elena and Squicciarini, Anna Cinzia",146--157,2003,0,incollection,Springer Berlin Heidelberg,0,0,
787,End-to-end accountability in grid computing systems for coalition information sharing,Proceedings of the 4th annual workshop on Cyber security and information intelligence research: developing strategies to meet the cyber security and information intelligence challenges ahead,"Bertino, Elisa and Lee, Wonjun and Squicciarini, Anna C and Thuraisingham, Bhavani",29,2008,ACM,inproceedings,0,0,0,
788,Replacing lost or stolen E-passports,0,"Yong, Jianming and Bertino, Elisa",89--91,2007,0,article,IEEE,Computer,10,40
789,PAtterns for Next-generation DAtabase systems: preliminary results of the PANDA project.,SEBD,"Bartolini, Ilaria and Bertino, Elisa and Catania, Barbara and Ciaccia, Paolo and Golfarelli, Matteo and Patella, Marco and Rizzi, Stefano",293--300,2003,0,inproceedings,0,0,0,
790,Digital identity protection-concepts and issues,0,"Bertino, Elisa and Paci, Federica and Shang, Ning",69--78,2009,0,article,0,"4th International Conference on Availability, Reliability and Security, Fukuoka, Japan",0,
791,An apples-to-apples comparison of two database journals,0,"Bernstein, Philip A and Bertino, Elisa and Heuer, Andreas and Jensen, Christian S and Meyer, Holger and {\""O}zsu, M Tamer and Snodgrass, Richard T and Whang, Kyu-Young",61--64,2005,0,article,ACM,ACM SIGMOD Record,4,34
792,Emerging trends around big data analytics and security: panel,Proceedings of the 17th ACM symposium on Access Control Models and Technologies,"Bhatti, Rafae and LaSalle, Ryan and Bird, Rob and Grance, Tim and Bertino, Elisa",67--68,2012,ACM,inproceedings,0,0,0,
793,A privacy preserving assertion based policy language for federation systems,Proceedings of the 12th ACM symposium on Access control models and technologies,"Squicciarini, Anna C and Hintoglu, Ayca Azgin and Bertino, Elisa and Saygin, Yucel",51--60,2007,ACM,inproceedings,0,0,0,
794,Multigranular spatio-temporal models: implementation challenges,Proceedings of the 16th ACM SIGSPATIAL international conference on Advances in geographic information systems,"Camossi, Elena and Bertolotto, Michela and Bertino, Elisa",63,2008,ACM,inproceedings,0,0,0,
795,Fault tolerance and recovery in mobile computing systems,0,"Bertino, Elisa and Pagani, Elena and Rossi, Gian Paolo",0,1997,0,article,0,Recovery Mechanisms in Database Systems (Eds. V. Kumar and M. Hsu). Prentice-Hall,0,
796,A distributed approach to enabling privacy-preserving model-based classifier training,0,"Luo, Hangzai and Fan, Jianping and Lin, Xiaodong and Zhou, Aoying and Bertino, Elisa",157--185,2009,0,article,Springer-Verlag,Knowledge and information systems,2,20
797,Integrity aspects in database management systems,0,"Bertino, E and Apuzzo, D",0,0,0,article,0,"Proc. IEEE Trends and Applications Conference, Making Database Work,(43 $\{$52)}, year={1984",0,
798,Integrated document and knowledge management for the knowledge-based enterprise,0,"McNaught, J and Black, W and Rinaldi, F and Bertino, E and Brasher, A and Deavin, D and Catania, B and Silvestri, D and Armani, B and Persidis, A and others",0,2000,0,article,Citeseer,Proceedings of the 3rd International Conference on the practical application of Knowledge Management,0,
799,Repository management in an intelligent indexing approach for multimedia digital libraries,0,"Armani, B and Catania, B and Bertino, E and Laradi, D and Marin, B and Zarri, Gian Piero",431--440,2010,0,article,Springer Berlin/Heidelberg,Foundations of Intelligent Systems,0,
800,Finitely representable nested relations,0,"Bertino, Elisa and Catania, Barbara and Wong, Limsoon",165--173,1999,0,article,Elsevier,Information Processing Letters,4,70
801,Privacy preserving olap over distributed xml data: A theoretically-sound secure-multiparty-computation approach,0,"Cuzzocrea, Alfredo and Bertino, Elisa",965--987,2011,0,article,Academic Press,Journal of Computer and System Sciences,6,77
802,Secure delta-publishing of XML content,"Data Engineering, 2008. ICDE 2008. IEEE 24th International Conference on","Nabeel, Mohamed and Bertino, Elisa",1361--1363,2008,IEEE,inproceedings,0,0,0,
803,Trustworthy information: concepts and mechanisms,Web-Age Information Management,"Xu, Shouhuai and Qian, Haifeng and Wang, Fengying and Zhan, Zhenxin and Bertino, Elisa and Sandhu, Ravi",398--404,2010,0,incollection,Springer Berlin Heidelberg,0,0,
804,Secure knn query processing in untrusted cloud environments,0,"Choi, Sunoh and Ghinita, Gabriel and Lim, Hyo-Sang and Bertino, Elisa",2818--2831,2014,0,article,IEEE,"Knowledge and Data Engineering, IEEE Transactions on",11,26
805,A general framework for web content filtering,0,"Bertino, Elisa and Ferrari, Elena and Perego, Andrea",215--249,2010,0,article,Springer US,World Wide Web,3,13
806,Visualization for access control policy analysis results using multi-level grids,"Policies for Distributed Systems and Networks, 2009. POLICY 2009. IEEE International Symposium on","Rao, Prathima and Ghinita, Gabriel and Bertino, Elisa and Lobo, Jorge",25--28,2009,IEEE,inproceedings,0,0,0,
807,Effective and efficient implementation of an information flow control protocol for service composition,"Service-Oriented Computing and Applications (SOCA), 2009 IEEE International Conference on","She, Wei and Yen, I and Thuraisingham, Bhavani and Bertino, Elisa and others",1--8,2009,IEEE,inproceedings,0,0,0,
808,xfACL: An extensible functional language for access control,Proceedings of the 16th ACM symposium on Access control models and technologies,"Ni, Qun and Bertino, Elisa",61--72,2011,ACM,inproceedings,0,0,0,
809,Flexible commit protocols for advanced transaction processing,Advanced Transaction Models and Architectures,"Mancini, Luigi and Ray, Indrajit and Jajodia, Sushil and Bertino, Elisa",91--124,1997,0,incollection,Springer US,0,0,
810,Marlin: A fine grained randomization approach to defend against ROP attacks,Network and System Security,"Gupta, Aditi and Kerr, Sam and Kirkpatrick, Michael S and Bertino, Elisa",293--306,2013,0,incollection,Springer Berlin Heidelberg,0,0,
811,A flexible approach to multisession trust negotiations,0,"Squicciarini, Anna C and Bertino, Elisa and Trombetta, Alberto and Braghin, Stefano",16--29,2012,0,article,IEEE,"Dependable and Secure Computing, IEEE Transactions on",1,9
