id,label,left_title,left_authors,left_venue,left_year,right_title,right_authors,right_venue,right_year
653,0,the aditi deductive database system,"kotagiri ramamohanarao , david b. kemp , jayen vaghani , tim s. leask , james harland , peter j. stuckey , zoltan somogyi",VLDBJ,1994,deeds towards a distributed and active real-time database system,"s. f. andler , j. hansson , j. eriksson , j. mellin , m. berndtsson , b. eftring",SIGMOD Rec.,1996
654,0,query optimization for xml,"jason mchugh , jennifer widom",VLDB,1999,xquery : a query language for xml,don chamberlin,SIGMOD,2003
655,0,reminiscences on influential papers,"james r. hamilton , limsoon wong , kenneth a. ross , laks v. s. lakshmanan",SIGMOD Rec.,2001,reminiscences on influential papers,"kenneth a. ross , theodore johnson , richard thomas snodgrass",SIGMOD Rec.,2002
656,0,semint : a system prototype for semantic integration in heterogeneous databases,"wen-syan li , chris clifton",SIGMOD,1995,declustering databases on heterogeneous disk systems,"ling tony chen , doron rotem , sidhar seshadri",VLDB,1995
657,1,integration of data mining with database technology,"amir netz , surajit chaudhuri , jeff bernhardt , usama m. fayyad",VLDB,2000,integration of data mining with database technology,"amir netz , surajit chaudhuri , jeff bernhardt , usama m. fayyad",VLDB,2000
658,0,incremental maintenance for materialized views over semistructured data,"vasilis vassalos , janet l. wiener , michael rys , serge abiteboul , jason mchugh",VLDB,1998,lore : a database management system for semistructured data,"jason mchugh , serge abiteboul , roy goldman , dallas quass , jennifer widom",SIGMOD Rec.,1997
659,0,min-max compression methods for medical image databases,"john m. tyler , kosmas karadimitriou",SIGMOD Rec.,1997,data compression support in databases,"balakrishna r. iyer , david wilhite",VLDB,1994
660,0,report on first international workshop on real-time database systems,"sang hyuk son , kwei-jay lin , azer bestavros",SIGMOD Rec.,1996,report on the 1995 international workshop on temporal databases,"arie segev , christian s. jensen , richard thomas snodgrass",SIGMOD Rec.,1995
661,0,webdb ' 98 : international workshop on the web and databases,"alberto o. mendelzon , paolo atzeni",SIGMOD Rec.,1998,"world wide database-integrating the web , corba and databases","athman bouguettaya , boualem benatallah , lily hendra , james beard , kevin smith , mourad quzzani",SIGMOD,1999
662,0,towards on-line analytical mining in large databases,jiawei han,SIGMOD Rec.,1998,fast algorithms for mining association rules in large databases,"rakesh agrawal , ramakrishnan srikant",VLDB,1994
663,0,eliminating fuzzy duplicates in data warehouses,"rohit ananthakrishna , venkatesh ganti , surajit chaudhuri",VLDB,2002,mining fuzzy association rules in databases,"chan man kuok , ada fu , man hon wong",SIGMOD Rec.,1998
664,0,model-based information integration in a neuroscience mediator system,"bertram ludäscher , amarnath gupta , maryann e. martone",VLDB,2000,image mining in iris : integrated retinal information system,"wynne hsu , mong li lee , kheng guan goh",SIGMOD,2000
665,0,fibonacci : a programming language for object databases,"antonio albano , renzo orsini , giorgio ghelli",VLDBJ,1995,safe query languages for constraint databases,peter z. revesz,ACM TODS,1998
666,1,answering queries using views : a survey,alon y. halevy,VLDBJ,2001,answering queries using views : a survey,alon y. halevy,VLDBJ,2001
667,0,storing and querying ordered xml using a relational database system,"kevin s. beyer , jayavel shanmugasundaram , chun zhang , igor tatarinov , stratis viglas , eugene j. shekita",SIGMOD,2002,implementation of magic-sets in a relational database system,"inderpal singh mumick , hamid pirahesh",SIGMOD,1994
668,0,a fast index for semistructured data,"brian cooper , gísli r. hjaltason , michael j. franklin , neal sample , moshe shadmon",VLDB,2001,qursed : querying and reporting semistructured data,"yannis papakonstantinou , michalis petropoulos , vasilis vassalos",SIGMOD,2002
669,0,a system for watermarking relational databases,"peter j. haas , rakesh agrawal , jerry kiernan",SIGMOD,2003,schemasql - a language for interoperability in relational multi-database systems,"laks v. s. lakshmanan , fereidoon sadri , iyer n. subramanian",VLDB,1996
670,0,multi-dimensional resource scheduling for parallel queries,"yannis e. ioannidis , minos n. garofalakis",SIGMOD,1996,parallel query scheduling and optimization with time - and space-shared resources,"minos n. garofalakis , yannis e. ioannidis",VLDB,1997
671,0,guest editorial,malcolm p. atkinson,VLDBJ,2000,guest editorial,"amr el abbadi , gunter schlageter , kyu-young whang",VLDBJ,2001
672,0,report on the first international workshop an efficient web-based information systems,"omar boucelma , zoé lacroix",SIGMOD Rec.,2003,report on the 5th international workshop on knowledge representation meets databases ( krdb ' 98 ),"alex borgida , vinay k. chaudhri , martin staudt",SIGMOD Rec.,1998
673,0,florida international university high performance database research center,"leonard loureiro , yi deng , carlos ordonez 0002 , mario sanchez , cyril u. orji , wei sun , artyom shaposhnikov , naphtali rishe , michael alexopoulos , david barton",SIGMOD Rec.,1995,research in database engineering at the university of namur,jean-luc hainaut,SIGMOD Rec.,2003
674,0,association rules over interval data,"renée j. miller , yuping yang",SIGMOD,1997,sampling large databases for association rules,hannu toivonen,VLDB,1996
675,0,a multi-paradigm querying approach for a generic multimedia database management system,"ji-rong wen , qing li , wei-ying ma , hongjiang zhang",SIGMOD Rec.,2003,open object database management systems,jos &#233; a. blakeley,SIGMOD,1994
676,0,unisql/x unified relational and object-oriented database system,won kim,SIGMOD,1994,vxmlr : a visual xml-relational database system,"aoying zhou , hongjun lu , shihui zheng , yuqi liang , long zhang , wenyun ji , zengping tian",VLDB,2001
677,0,database research at the university of illinois at urbana-champaign,"chengxiang zhai , marianne winslett , yuanyuan zhou , kevin chen-chuan chang , jiawei han , anhai doan",SIGMOD Rec.,2002,the database and information system research group at the university of ulm,"peter dadam , wolfgang klas",SIGMOD Rec.,1997
678,0,spotfire : an information exploration environment,christopher ahlberg,SIGMOD Rec.,1996,infomaster : an information integration system,"michael r. genesereth , arthur m. keller , oliver m. duschka",SIGMOD,1997
679,0,fast algorithms for mining association rules in large databases,"ramakrishnan srikant , rakesh agrawal",VLDB,1994,"fastmap : a fast algorithm for indexing , data-mining and visualization of traditional and multimedia datasets","christos faloutsos , king-ip lin",SIGMOD,1995
680,0,the ccube constraint object-oriented database system,"alexander brodsky , pavel a. exarkhopoulo , victor e. segal , jia chen",SIGMOD,1999,the mariposa distributed database management system,jeff sidell,SIGMOD Rec.,1996
681,1,materialized view selection and maintenance using multi-query optimization,"krithi ramamritham , hoshi mistry , prasan roy , s. sudarshan",SIGMOD,2001,materialized view selection and maintenance using multi-query optimization,"hoshi mistry , prasan roy , s. sudarshan , krithi ramamritham",SIGMOD,2001
682,0,database systems management and oracle8,c. gregory doherty,SIGMOD,1998,document management as a database problem,rudolf bayer,VLDB,1995
683,0,maximizing the output rate of multi-way join queries over streaming information sources,"josef burger , jeffrey f. naughton , stratis viglas",VLDB,2003,rate-based query optimization for streaming information sources,"stratis d. viglas , jeffrey f. naughton",SIGMOD,2002
684,1,report on the acm fourth international workshop on data warehousing and olap ( dolap 2001 ),joachim hammer,SIGMOD Rec.,2002,report on the acm fourth international workshop on data warehousing and olap ( dolap 2001 ),joachim hammer,SIGMOD Rec.,2002
685,0,fundamental techniques for order optimization,"eugene j. shekita , david e. simmen , timothy malkemus",SIGMOD,1996,a query language and optimization techniques for unstructured data,"peter buneman , susan davidson , gerd hillebrand , dan suciu",SIGMOD,1996
686,0,databases and visualization,daniel a. keim,SIGMOD,1996,databases for gis,"claudia bauzer medeiros , fatima pires",SIGMOD Rec.,1994
687,0,enhanced abstract data types in object-relational databases,praveen seshadri,VLDBJ,1998,cost estimation of user-defined methods in object-relational database systems,"jihad boulos , kinji ono",SIGMOD Rec.,1999
688,1,"et tu , xml ? the downfall of the relational empire ( abstract )",philip wadler,VLDB,2001,"et tu , xml ? the downfall of the relational empire ( abstract )",philip wadler,VLDB,2001
689,0,a layered architecture for querying dynamic web content,"hasan davulcu , michael kifer , i. v. ramakrishnan , juliana freire",SIGMOD,1999,a conceptual architecture for semantic web enabled web services,"christoph bussler , dieter fensel , alexander maedche",SIGMOD Rec.,2002
690,1,griddb : a database interface to the grid,"david t. liu , devesh parekh , michael j. franklin",SIGMOD,2003,griddb : a relational interface for the grid,"david t. liu , michael j. franklin , devesh parekh",SIGMOD,2003
691,0,query optimization at the crossroads ( panel ),surajit chaudhuri,SIGMOD,1997,query optimization for selections using bitmaps,ming-chuan wu,SIGMOD,1999
692,0,the wasa2 object-oriented workflow management system,"mathias weske , gottfried vossen",SIGMOD,1999,dwms : data warehouse management system,narendra mohan,VLDB,1996
693,0,querying network directories,"dimitra vista , h. v. jagadish , divesh srivastava , tova milo , laks v. s. lakshmanan",SIGMOD,1999,querying shapes of histories,"rakesh agrawal , giuseppe psaila , edward l. wimmers , mohamed za &#239; t",VLDB,1995
694,0,optimizing queries with universal quantification in object-oriented and object-relational databases,"guido moerkotte , jens claußen , klaus peithner , alfons kemper",VLDB,1997,dataguides : enabling query formulation and optimization in semistructured databases,"roy goldman , jennifer widom",VLDB,1997
695,0,algebraic query optimisation for database programming languages,"carol small , alexandra poulovassilis",VLDBJ,1996,formal query languages for secure relational databases,"marianne winslett , kenneth smith , xiaolei qian",ACM TODS,1994
696,0,indexing very high-dimensional sparse and quasi-sparse vectors for similarity searches,"xiaoyang sean wang , changzhou wang",VLDBJ,2001,a quantitative analysis and performance study for similarity-search methods in high-dimensional spaces,"roger weber , hans-j &#246; rg schek , stephen blott",VLDB,1998
697,0,editor 's notes,arie segev,SIGMOD Rec.,1994,editorial,richard snodgrass,ACM TODS,2001
698,0,database principles column - introduction,leonid libkin,SIGMOD Rec.,1999,an introduction to spatial database systems,ralf hartmut g &#252; ting,VLDBJ,1994
699,1,the intrinsic problems of structural heterogeneity and an approach to their solution,"theo härder , joachim thomas , günter sauter",VLDBJ,1999,the intrinsic problems of structural heterogeneity and an approach to their solution,"theo h &#228; rder , g &#252; nter sauter , joachim thomas",VLDBJ,1999
700,0,the multidimensional database system rasdaman,"andreas dehmel , peter baumann , norbert widmann , roland ritsch , paula furtado",SIGMOD,1998,the ores temporal database management system,"babis theodoulidis , aziz ait-braham , george andrianopoulos , jayant chaudhary , george karvelis , simon sou",SIGMOD,1994
701,0,integrating sql databases with content-specific search engines,"stefan deßloch , nelson mendonça mattos",VLDB,1997,integrating reliable memory in databases,"wee teck ng , peter m. chen",VLDB,1997
702,0,editor 's notes,jennifer widom,SIGMOD Rec.,1996,editorial,richard snodgrass,ACM TODS,2001
703,0,tigukat : a uniform behavioral objectbase management system,"randal j. peters , m. tamer özsu , boman irani , adriana muñoz , anna lipka , duane szafron",VLDBJ,1995,strudel : a web site management system,"mary fernandez , daniela florescu , jaewoo kang , alon levy , dan suciu",SIGMOD,1997
704,1,"agents , turst , and information access on the semantic web","timothy w. finin , anupam joshi",SIGMOD Rec.,2002,"agents , trust , and information access on the semantic web","tim finin , anupam joshi",SIGMOD Rec.,2002
705,0,structures for manipulating proposed updates in object-oriented databases,"richard hull , mohammed rupawalla , michael doherty",SIGMOD,1996,evaluating functional joins along nested reference sets in object-relational and object-oriented databases,"reinhard braumandl , jens clau &#223; en , alfons kemper",VLDB,1998
