id,label,left_id,left_title,left_authors,left_venue,left_year,right_id,right_title,right_authors,right_venue,right_year
6028,1,1943,interaction of query evaluation and buffer management for information retrieval,"björn þór jónsson , divesh srivastava , michael j. franklin",sigmod conference,1998,1781,interaction of query evaluation and buffer management for information retrieval,"bj &#246; rn t. j &#243; nsson , michael j. franklin , divesh srivastava",international conference on management of data,1998
6029,1,23,supporting periodic authorizations and temporal reasoning in database access control,"elena ferrari , pierangela samarati , claudio bettini , elisa bertino",vldb,1996,1149,supporting periodic authorizations and temporal reasoning in database access control,"elisa bertino , claudio bettini , elena ferrari , pierangela samarati",very large data bases,1996
6030,0,1746,duplicate removal in information system dissemination,"tak w. yan , hector garcia-molina",vldb,1995,82,the sift information dissemination system,"tak w. yan , hector garcia-molina",acm transactions on database systems ( tods ),1999
6031,0,1933,is web-site management a database problem ?,"daniela florescu , dan suciu , alon y. levy",vldb,1998,1758,lore : a database management system for semistructured data,"jason mchugh , serge abiteboul , roy goldman , dallas quass , jennifer widom",acm sigmod record,1997
6032,0,2488,storing semistructured data with stored,"alin deutsch , mary f. fernandez , dan suciu",sigmod conference,1999,127,semantic integration of semistructured and structured data sources,"s. bergamaschi , s. castano , m. vincini",acm sigmod record,1999
6033,0,2,incremental maintenance for non-distributive aggregate functions,"themistoklis palpanas , richard sidle , hamid pirahesh , roberta cochrane",vldb,2002,493,incremental maintenance of recursive views using relational calculus/sql,"guozhu dong , jianwen su",acm sigmod record,2000
6034,0,919,view maintenance in a warehousing environment,"jennifer widom , hector garcia-molina , yue zhuge , joachim hammer",sigmod conference,1995,1290,aggregate maintenance for data warehousing in informix red brick vista,"craig j. bunker , latha s. colby , richard l. cole , william j. mckenna , gopal mulagund , david wilhite",very large data bases,2001
6035,0,1304,accessing a relational database through an object-oriented database interface,"jack a. orenstein , d. n. kamber",vldb,1995,894,managing intervals efficiently in object-relational databases,"hans-peter kriegel , marco p &#246; tke , thomas seidl",very large data bases,2000
6036,0,919,view maintenance in a warehousing environment,"jennifer widom , hector garcia-molina , yue zhuge , joachim hammer",sigmod conference,1995,1020,incremental clustering for mining in a data warehousing environment,"martin ester , hans-peter kriegel , j &#246; rg sander , michael wimmer , xiaowei xu",very large data bases,1998
6037,0,114,similarity-based queries for time series data,"alberto o. mendelzon , davood rafiei",sigmod conference,1997,686,continually evaluating similarity-based pattern queries on a streaming time series,"like gao , x. sean wang",international conference on management of data,2002
6038,0,2244,guest editor 's introduction,karl aberer,sigmod record,2003,1216,guest editorial,"paolo atzeni , alberto o. mendelzon",the vldb journal -- the international journal on very large data bases,2000
6039,0,287,converting relational to object-oriented databases,joseph fong,sigmod record,1997,1463,accessing a relational database through an object-oriented database interface,"jack a. orenstein , d. n. kamber",very large data bases,1995
6040,0,709,a one-pass aggregation algorithm with the optimal buffer size in multidimensional olap,"yang-sae moon , young-koo lee , il-yeol song , kyu-young whang",vldb,2002,810,explaining differences in multidimensional aggregates,sunita sarawagi,very large data bases,1999
6041,1,579,"probabilistic temporal databases , i : algebra","alex dekhtyar , robert ross , v. s. subrahmanian",acm trans . database syst .,2001,331,"probabilistic temporal databases , i : algebra","alex dekhtyar , robert ross , v. s. subrahmanian",acm transactions on database systems ( tods ),2001
6042,0,1174,estimating compilation time of a query optimizer,"dengfeng gao , eileen tien lin , jun rao , ihab f. ilyas , guy m. lohman",sigmod conference,2003,782,query optimization for xml,"jason mchugh , jennifer widom",very large data bases,1999
6043,0,1471,evaluating functional joins along nested reference sets in object-relational and object-oriented databases,"alfons kemper , reinhard braumandl , jens claußen",vldb,1998,2261,integrating a structured-text retrieval system with an object-oriented database system,"tak w. yan , jurgen annevelink",very large data bases,1994
6044,0,702,delivering presentations from multimedia servers,"nevzat hurkan balkir , gultekin özsoyoglu",vldb j.,1998,213,a multimedia presentation algebra,"s. adali , m. l. sapino , v. s. subrahmanian",international conference on management of data,1999
6045,0,131,reminiscences an influential papers,"jeffrey f. naughton , minos n. garofalakis , kenneth a. ross",sigmod record,2003,526,influential papers,ken ross,acm sigmod record,2002
6046,0,591,dynamic service matchmaking among agents in open information environments,"matthias klusch , katia p. sycara , seth widoff , jianguo lu",sigmod record,1999,2073,spatial queries in dynamic environments,"yufei tao , dimitris papadias",acm transactions on database systems ( tods ),2003
6047,1,404,xsb as a deductive database,"terrance swift , konstantinos f. sagonas , david scott warren",sigmod conference,1994,1676,xsb as a deductive database,"konstantinos sagonas , terrance swift , david s. warren",international conference on management of data,1994
6048,1,2375,database de-centralization - a practical approach,"césar a. galindo-legaria , eirik dahle , tor didriksen",vldb,1995,1116,database de-centralization - a practical approach,"tor didriksen , c &#233; sar a. galindo-legaria , eirik dahle",very large data bases,1995
6049,0,1116,integrating a structured-text retrieval system with an object-oriented database system,"jurgen annevelink , tak w. yan",vldb,1994,777,evaluating functional joins along nested reference sets in object-relational and object-oriented databases,"reinhard braumandl , jens clau &#223; en , alfons kemper",very large data bases,1998
6050,0,2136,dyda : data warehouse maintenance in fully concurrent environments,"songting chen , andreas koeller , elke a. rundensteiner , xin zhang , jun chen",sigmod conference,2001,1507,view maintenance in a warehousing environment,"yue zhuge , h &#233; ctor garc &#237; a-molina , joachim hammer , jennifer widom",international conference on management of data,1995
6051,0,834,the semantic web : semantics for data on the web,"vipul kashyap , stefan decker",vldb,2003,2163,the semantic web paving the way to the knowledge society,pierre-paul sondag,very large data bases,2001
6052,0,1568,parallel evaluation of multi-join queries,"jan flokstra , annita n. wilschut , peter m. g. apers",sigmod conference,1995,1801,simultaneous optimization and evaluation of multiple dimensional queries,"yihong zhao , prasad m. deshpande , jeffrey f. naughton , amit shukla",international conference on management of data,1998
6053,0,1086,editorial,"peter m. g. apers , stefano ceri , richard t. snodgrass",vldb j.,2002,343,editorial,richard snodgrass,acm transactions on database systems ( tods ),2001
6054,0,2137,processing sliding window multi-joins in continuous queries over data streams,"lukasz golab , m. tamer özsu",vldb,2003,548,continuous queries over data streams,"shivnath babu , jennifer widom",acm sigmod record,2001
6055,0,1377,introduction to constraint databases - book review,bart kuijpers,sigmod record,2002,232,safe query languages for constraint databases,peter z. revesz,acm transactions on database systems ( tods ),1998
6056,1,1133,extracting entity profiles from semistructured information spaces,"robert a. nado , scott b. huffman",sigmod record,1997,1748,extracting entity profiles from semistructured information spaces,"robert a. nado , scott b. huffman",acm sigmod record,1997
6057,0,1154,efficient and extensible algorithms for multi query optimization,"s. sudarshan , siddhesh bhobe , s. seshadri , prasan roy",sigmod conference,2000,1254,opt + + : an object-oriented implementation for extensible database query optimization,"navin kabra , david j. dewitt",the vldb journal -- the international journal on very large data bases,1999
6058,0,818,an effective hash based algorithm for mining association rules,"ming-syan chen , philip s. yu , jong soo park",sigmod conference,1995,1471,an efficient algorithm for mining association rules in large databases,"ashoka savasere , edward omiecinski , shamkant b. navathe",very large data bases,1995
